class_id_a,class_a,class_id_b,class_b,texture_similarity,texture_distance
32,eggplant,71,pizza,0.7321884819987657,0.26781151800123426
74,potato,101,wine,0.7321233440670512,0.26787665593294885
20,cherry,97,walnut,0.7317855899692968,0.26821441003070323
59,olives,98,watermelon,0.7316746401953056,0.2683253598046944
22,chocolate,99,white button mushroom,0.7315256832333719,0.26847431676662814
26,crab,90,soy,0.7306668788307031,0.26933312116929686
22,chocolate,88,snow peas,0.7304655412267513,0.26953445877324866
28,date,73,pork,0.7303399210986429,0.2696600789013571
7,bean sprouts,31,egg tart,0.7289373983237442,0.27106260167625584
65,peach,94,tea,0.7284669298222521,0.27153307017774786
55,milk,61,orange,0.7274332410276442,0.2725667589723558
18,celery stick,52,lettuce,0.7273216867937932,0.27267831320620683
55,milk,94,tea,0.7272111167975377,0.2727888832024623
52,lettuce,60,onion,0.72718476907098,0.27281523092902005
13,cake,44,hanamaki baozi,0.7266310242533359,0.2733689757466641
14,candy,98,watermelon,0.7265357320509754,0.27346426794902456
41,grape,59,olives,0.7264100923243173,0.2735899076756827
2,apricot,75,pudding,0.7262654051171303,0.27373459488286966
15,carrot,89,soup,0.7256891638595809,0.27431083614041907
8,biscuit,66,peanut,0.7255196363506944,0.2744803636493056
41,grape,88,snow peas,0.7251065021813398,0.27489349781866024
7,bean sprouts,92,steak,0.7249919988513363,0.27500800114866375
29,dried cranberries,53,mango,0.7242418341587489,0.2757581658412511
76,pumpkin,101,wine,0.7234953108776835,0.2765046891223165
61,orange,74,potato,0.7234237532140526,0.2765762467859474
30,egg,64,pasta,0.7232626814724281,0.2767373185275719
56,milkshake,101,wine,0.723048545660775,0.27695145433922497
34,fig,66,peanut,0.7228905144649265,0.27710948553507353
50,lamb,79,red beans,0.7228800438805874,0.27711995611941265
79,red beans,81,salad,0.7227203852499484,0.2772796147500516
40,ginger,64,pasta,0.7226617274123995,0.27733827258760047
43,hamburg,46,juice,0.7222747483564674,0.27772525164353257
32,eggplant,34,fig,0.7221640523957932,0.2778359476042068
45,ice cream,54,melon,0.7217358015403322,0.27826419845966777
74,potato,89,soup,0.7215761785734411,0.27842382142655886
43,hamburg,65,peach,0.7214156037380778,0.2785843962619222
20,cherry,99,white button mushroom,0.7210284389303967,0.2789715610696033
31,egg tart,73,pork,0.7206837304586119,0.2793162695413881
81,salad,92,steak,0.7204482532664392,0.27955174673356076
23,cilantro mint,68,pepper,0.7198888127756424,0.28011118722435757
54,melon,63,oyster mushroom,0.7196206338496914,0.28037936615030856
15,carrot,26,crab,0.7185637732387951,0.28143622676120494
14,candy,88,snow peas,0.7182800250278739,0.2817199749721261
39,garlic,49,kiwi,0.7181460783321393,0.2818539216678607
58,okra,66,peanut,0.7180015546302648,0.2819984453697352
24,coffee,95,tofu,0.7175419166072877,0.2824580833927123
42,green beans,66,peanut,0.717480587302564,0.28251941269743597
23,cilantro mint,39,garlic,0.7172402918763827,0.2827597081236173
13,cake,28,date,0.717112085266701,0.282887914733299
9,blueberry,19,cheese butter,0.7165394175116386,0.28346058248836137
4,avocado,27,cucumber,0.7154842696340734,0.2845157303659266
26,crab,51,lemon,0.7152985749556109,0.2847014250443891
37,french fries,38,fried meat,0.715014505843958,0.284985494156042
9,blueberry,97,walnut,0.7147255122512336,0.2852744877487664
24,coffee,96,tomato,0.713841491361768,0.286158508638232
88,snow peas,98,watermelon,0.7128407463713403,0.2871592536286597
52,lettuce,95,tofu,0.7127477978396715,0.28725220216032854
3,asparagus,62,other ingredients,0.7125864980849599,0.2874135019150401
17,cauliflower,76,pumpkin,0.7114217361255424,0.2885782638744576
51,lemon,54,melon,0.7109584068613866,0.28904159313861344
35,fish,48,king oyster mushroom,0.7107151698910016,0.2892848301089984
21,chicken duck,48,king oyster mushroom,0.7102855516043776,0.28971444839562244
3,asparagus,99,white button mushroom,0.7102729059501268,0.2897270940498732
37,french fries,73,pork,0.7095764666437336,0.29042353335626636
54,melon,70,pineapple,0.7092542393803931,0.2907457606196069
2,apricot,54,melon,0.7085171880644764,0.2914828119355236
30,egg,80,rice,0.7085093162384458,0.2914906837615542
29,dried cranberries,88,snow peas,0.7084784154150967,0.2915215845849033
26,crab,67,pear,0.7080236136010103,0.2919763863989897
60,onion,99,white button mushroom,0.7076624203436631,0.2923375796563369
29,dried cranberries,75,pudding,0.7073555061615663,0.2926444938384337
56,milkshake,76,pumpkin,0.7069899411222138,0.2930100588777862
83,sausage,98,watermelon,0.705804004801692,0.29419599519830797
2,apricot,89,soup,0.7052085524786977,0.29479144752130226
17,cauliflower,96,tomato,0.7048008012546464,0.2951991987453536
8,biscuit,90,soy,0.7047292937497801,0.2952707062502199
0,almond,3,asparagus,0.7037453742785748,0.29625462572142525
8,biscuit,58,okra,0.7026318378517521,0.2973681621482479
40,ginger,48,king oyster mushroom,0.7011132118322189,0.29888678816778114
32,eggplant,73,pork,0.7010949915476563,0.2989050084523437
78,raspberry,93,strawberry,0.70103506354475,0.29896493645525
29,dried cranberries,70,pineapple,0.7008741742496292,0.29912582575037083
86,shiitake,91,spring onion,0.7005217415443178,0.2994782584556822
2,apricot,55,milk,0.7004552327187579,0.29954476728124213
65,peach,75,pudding,0.7001933429835746,0.2998066570164254
31,egg tart,32,eggplant,0.6990107589086039,0.30098924109139613
20,cherry,24,coffee,0.6984487872037293,0.30155121279627073
0,almond,59,olives,0.6981479184434779,0.3018520815565221
4,avocado,12,cabbage,0.6973452852976955,0.30265471470230454
31,egg tart,85,shellfish,0.6968868377180208,0.30311316228197915
19,cheese butter,70,pineapple,0.6968020577274516,0.30319794227254837
42,green beans,57,noodles,0.695861400066846,0.30413859993315395
27,cucumber,34,fig,0.6954765235332134,0.30452347646678657
14,candy,39,garlic,0.695083788275,0.30491621172500005
61,orange,76,pumpkin,0.6948739523754168,0.3051260476245832
46,juice,89,soup,0.6947557288451532,0.30524427115484676
74,potato,102,wonton dumplings,0.6944162948842939,0.3055837051157061
29,dried cranberries,59,olives,0.693262626817886,0.306737373182114
24,coffee,83,sausage,0.6921121966425707,0.30788780335742927
4,avocado,48,king oyster mushroom,0.6917345711824615,0.3082654288175385
29,dried cranberries,65,peach,0.6915115036334235,0.3084884963665765
30,egg,87,shrimp,0.6909562362286482,0.3090437637713518
53,mango,76,pumpkin,0.6895036348859533,0.31049636511404666
20,cherry,83,sausage,0.6891440996859914,0.31085590031400856
8,biscuit,79,red beans,0.6887678161634045,0.31123218383659546
62,other ingredients,97,walnut,0.6883280753417688,0.31167192465823124
90,soy,92,steak,0.68757141959519,0.31242858040481003
88,snow peas,94,tea,0.6868355944617186,0.3131644055382814
18,celery stick,45,ice cream,0.6865179845216514,0.31348201547834864
6,banana,19,cheese butter,0.6859946976880676,0.31400530231193235
23,cilantro mint,57,noodles,0.6858570100042839,0.3141429899957161
68,pepper,83,sausage,0.6856543471187275,0.3143456528812725
19,cheese butter,91,spring onion,0.684531782949497,0.315468217050503
95,tofu,99,white button mushroom,0.6844115424815543,0.31558845751844566
21,chicken duck,31,egg tart,0.6842848629203641,0.31571513707963594
53,mango,74,potato,0.6836123774729612,0.3163876225270388
9,blueberry,24,coffee,0.6832705431620464,0.3167294568379536
11,broccoli,44,hanamaki baozi,0.6830596990822391,0.31694030091776093
2,apricot,61,orange,0.6829152175052723,0.3170847824947277
58,okra,93,strawberry,0.682416812446592,0.317583187553408
19,cheese butter,83,sausage,0.6822869166981544,0.31771308330184556
28,date,40,ginger,0.6819601951633387,0.3180398048366613
10,bread,37,french fries,0.6817949021430266,0.3182050978569734
75,pudding,94,tea,0.6812093250601625,0.3187906749398375
52,lettuce,68,pepper,0.6807757863597127,0.3192242136402873
40,ginger,90,soy,0.6805474250026249,0.3194525749973751
18,celery stick,88,snow peas,0.6801295814383898,0.31987041856161025
19,cheese butter,53,mango,0.6799539166505645,0.3200460833494355
61,orange,98,watermelon,0.679935948344626,0.320064051655374
23,cilantro mint,62,other ingredients,0.6797361233484978,0.32026387665150224
51,lemon,65,peach,0.6796735454618991,0.32032645453810094
66,peanut,81,salad,0.6791101916570289,0.3208898083429711
44,hanamaki baozi,50,lamb,0.6790870744596751,0.3209129255403249
31,egg tart,35,fish,0.6790486110910057,0.32095138890899433
25,corn,87,shrimp,0.6788672692598524,0.3211327307401476
21,chicken duck,28,date,0.6788649146348533,0.3211350853651467
28,date,50,lamb,0.6783488783192503,0.3216511216807497
19,cheese butter,20,cherry,0.677577871511342,0.32242212848865803
14,candy,59,olives,0.6775669888208653,0.3224330111791347
60,onion,83,sausage,0.6760581765617193,0.3239418234382807
45,ice cream,61,orange,0.6757246554710132,0.32427534452898676
30,egg,67,pear,0.675436703833477,0.324563296166523
38,fried meat,40,ginger,0.6753473801346085,0.3246526198653915
95,tofu,96,tomato,0.6752524713999652,0.32474752860003475
46,juice,94,tea,0.6750358071599993,0.32496419284000067
44,hanamaki baozi,48,king oyster mushroom,0.6749660343073829,0.3250339656926171
14,candy,68,pepper,0.6749395011942648,0.3250604988057352
54,melon,101,wine,0.6745016999796801,0.3254983000203199
6,banana,52,lettuce,0.6735168493546781,0.32648315064532185
60,onion,86,shiitake,0.673200061438151,0.32679993856184897
40,ginger,102,wonton dumplings,0.6731042879885539,0.32689571201144607
6,banana,68,pepper,0.672704123192645,0.32729587680735495
2,apricot,76,pumpkin,0.6722169695888914,0.32778303041110857
12,cabbage,44,hanamaki baozi,0.6719656112181674,0.32803438878183255
51,lemon,74,potato,0.6697664419267398,0.33023355807326016
20,cherry,78,raspberry,0.6697167751834343,0.3302832248165657
30,egg,75,pudding,0.6695757176814232,0.3304242823185768
28,date,35,fish,0.6694925825342423,0.33050741746575774
54,melon,96,tomato,0.669238025291235,0.330761974708765
75,pudding,96,tomato,0.6690820079096261,0.33091799209037387
43,hamburg,56,milkshake,0.6682526167125298,0.3317473832874702
46,juice,65,peach,0.6682340319060304,0.33176596809396963
0,almond,88,snow peas,0.6681825498235832,0.33181745017641684
18,celery stick,68,pepper,0.6681500414450003,0.33184995855499966
3,asparagus,91,spring onion,0.6679295431571562,0.33207045684284375
66,peanut,71,pizza,0.6670319532975427,0.3329680467024573
34,fig,50,lamb,0.6665703801932592,0.3334296198067408
59,olives,99,white button mushroom,0.6663266640670665,0.33367333593293347
31,egg tart,69,pie,0.6661553873432555,0.3338446126567445
27,cucumber,42,green beans,0.6660417782544492,0.3339582217455508
79,red beans,92,steak,0.6651648941147658,0.33483510588523424
10,bread,90,soy,0.6638426785517018,0.33615732144829824
52,lettuce,91,spring onion,0.6634193072409527,0.33658069275904734
63,oyster mushroom,76,pumpkin,0.6633134911444576,0.3366865088555424
45,ice cream,52,lettuce,0.6632504980401488,0.3367495019598512
50,lamb,90,soy,0.6627092469558494,0.33729075304415057
23,cilantro mint,88,snow peas,0.6623945723589609,0.33760542764103907
61,orange,89,soup,0.6623668516351511,0.3376331483648489
78,raspberry,86,shiitake,0.6622694711837722,0.3377305288162278
23,cilantro mint,95,tofu,0.6612442933870571,0.33875570661294285
39,garlic,78,raspberry,0.6612247989002843,0.3387752010997157
20,cherry,98,watermelon,0.6605499281413723,0.33945007185862774
2,apricot,43,hamburg,0.6604958213802349,0.3395041786197651
48,king oyster mushroom,67,pear,0.6589792405618977,0.3410207594381023
67,pear,74,potato,0.6582959561546249,0.3417040438453751
9,blueberry,98,watermelon,0.6581615074511131,0.3418384925488869
29,dried cranberries,98,watermelon,0.658062336726054,0.34193766327394604
30,egg,46,juice,0.6578145645281855,0.34218543547181446
29,dried cranberries,61,orange,0.6568847297431544,0.34311527025684563
38,fried meat,48,king oyster mushroom,0.6564579718736525,0.3435420281263475
59,olives,94,tea,0.6562418361987205,0.34375816380127955
7,bean sprouts,66,peanut,0.6559971945874757,0.34400280541252426
80,rice,87,shrimp,0.6557379582391052,0.3442620417608948
27,cucumber,48,king oyster mushroom,0.6556819008026981,0.34431809919730194
62,other ingredients,71,pizza,0.6547384740562444,0.3452615259437556
15,carrot,54,melon,0.6546799278828982,0.3453200721171018
77,rape,90,soy,0.6546233209939485,0.3453766790060515
76,pumpkin,96,tomato,0.6545078281621899,0.3454921718378101
3,asparagus,16,cashew,0.6544405522263554,0.34555944777364456
24,coffee,45,ice cream,0.65434926304002,0.34565073695998005
32,eggplant,38,fried meat,0.6533796377152964,0.3466203622847036
26,crab,40,ginger,0.6528159270568636,0.34718407294313636
41,grape,70,pineapple,0.6526932540016397,0.3473067459983603
28,date,44,hanamaki baozi,0.6525796597012288,0.3474203402987712
44,hanamaki baozi,90,soy,0.6522892707496187,0.34771072925038127
17,cauliflower,29,dried cranberries,0.6511614172464814,0.34883858275351864
55,milk,96,tomato,0.6511175096745598,0.34888249032544016
13,cake,79,red beans,0.650644037316902,0.349355962683098
68,pepper,97,walnut,0.6502396501075312,0.34976034989246885
15,carrot,25,corn,0.6500956271543266,0.34990437284567344
34,fig,48,king oyster mushroom,0.649249100382106,0.35075089961789396
62,other ingredients,77,rape,0.6487709589466641,0.35122904105333586
2,apricot,67,pear,0.6487161030516179,0.35128389694838213
43,hamburg,101,wine,0.6485163555068773,0.35148364449312275
4,avocado,64,pasta,0.6484154554783017,0.3515845445216983
94,tea,95,tofu,0.6468707671291155,0.3531292328708845
29,dried cranberries,55,milk,0.6464377780219398,0.3535622219780602
17,cauliflower,94,tea,0.6463517641790116,0.35364823582098837
2,apricot,10,bread,0.6463511225240017,0.35364887747599827
53,mango,101,wine,0.6463009757184192,0.35369902428158084
57,noodles,99,white button mushroom,0.6461227262669959,0.35387727373300415
2,apricot,40,ginger,0.6457549739883108,0.35424502601168917
13,cake,34,fig,0.6441885239309111,0.3558114760690889
8,biscuit,62,other ingredients,0.6438937509915297,0.3561062490084703
85,shellfish,92,steak,0.6438147988816462,0.35618520111835383
52,lettuce,94,tea,0.6437950303531038,0.3562049696468962
91,spring onion,98,watermelon,0.6435411056306186,0.3564588943693814
56,milkshake,102,wonton dumplings,0.642745288175688,0.357254711824312
91,spring onion,97,walnut,0.6426391142631654,0.35736088573683455
32,eggplant,69,pie,0.6418045631790014,0.35819543682099864
63,oyster mushroom,89,soup,0.641638530763803,0.35836146923619705
48,king oyster mushroom,73,pork,0.6414964167767866,0.3585035832232134
41,grape,95,tofu,0.6412711166588118,0.35872888334118824
46,juice,96,tomato,0.6412390288687773,0.35876097113122274
8,biscuit,48,king oyster mushroom,0.6412251845170491,0.35877481548295087
70,pineapple,75,pudding,0.6408600994169926,0.3591399005830074
45,ice cream,51,lemon,0.6402856661240517,0.3597143338759483
58,okra,78,raspberry,0.6400299138817557,0.3599700861182443
17,cauliflower,46,juice,0.6397438900046615,0.3602561099953385
53,mango,98,watermelon,0.639140114008766,0.360859885991234
10,bread,87,shrimp,0.6389033259015557,0.36109667409844426
62,other ingredients,86,shiitake,0.6384246846688124,0.3615753153311876
51,lemon,55,milk,0.6383475927153046,0.3616524072846954
10,bread,67,pear,0.6379583041358461,0.3620416958641539
28,date,92,steak,0.6372223201501693,0.36277767984983067
55,milk,56,milkshake,0.6371744115775596,0.3628255884224404
29,dried cranberries,68,pepper,0.6367213129720993,0.36327868702790067
43,hamburg,87,shrimp,0.6363974585969584,0.3636025414030416
86,shiitake,95,tofu,0.6360332778331592,0.3639667221668408
31,egg tart,79,red beans,0.6355768108947664,0.36442318910523364
52,lettuce,98,watermelon,0.6347389507067027,0.3652610492932973
9,blueberry,83,sausage,0.6338219573924456,0.3661780426075544
18,celery stick,19,cheese butter,0.6337596817906029,0.36624031820939706
23,cilantro mint,59,olives,0.63370322664242,0.36629677335758004
3,asparagus,68,pepper,0.6332661953350438,0.3667338046649562
29,dried cranberries,52,lettuce,0.6330738880012805,0.3669261119987195
44,hanamaki baozi,64,pasta,0.6324778516570199,0.36752214834298014
30,egg,89,soup,0.6323134928290397,0.3676865071709603
51,lemon,75,pudding,0.6322487863360938,0.3677512136639062
11,broccoli,90,soy,0.6319618486942351,0.3680381513057649
6,banana,29,dried cranberries,0.6313084985558185,0.3686915014441815
10,bread,92,steak,0.6312241865190272,0.36877581348097277
15,carrot,53,mango,0.6300426599425947,0.3699573400574053
59,olives,86,shiitake,0.628887809884089,0.371112190115911
94,tea,101,wine,0.6285095163517739,0.3714904836482261
58,okra,86,shiitake,0.6284591197725397,0.37154088022746035
19,cheese butter,65,peach,0.6283896878957157,0.3716103121042843
68,pepper,86,shiitake,0.6281872966176845,0.37181270338231553
6,banana,53,mango,0.627576285617624,0.372423714382376
26,crab,30,egg,0.6270323416760955,0.37296765832390455
11,broccoli,79,red beans,0.6259395045409141,0.37406049545908593
51,lemon,89,soup,0.625853325645749,0.374146674354251
18,celery stick,57,noodles,0.6250925431330255,0.37490745686697446
12,cabbage,69,pie,0.6249072478868986,0.37509275211310145
4,avocado,100,white radish,0.6239281309567706,0.3760718690432294
6,banana,94,tea,0.623502688963969,0.376497311036031
43,hamburg,67,pear,0.6232973846863251,0.3767026153136749
48,king oyster mushroom,80,rice,0.6228769010039469,0.3771230989960531
